Step,TrueNoise,ResidualNoise
793,0.04859094,-0.00027826
794,0.04240928,-0.00018327
795,0.03621673,-0.00020508
796,0.03003416,-0.00005148
797,0.02384781,-0.00013643
798,0.01767725,0.00001040
799,0.01152118,0.00000571
800,0.00537966,-0.00013962
801,-0.00074308,-0.00029593
802,-0.00685098,-0.00036215
803,-0.01292795,-0.00030091
804,-0.01896978,-0.00015832
805,-0.02497729,-0.00023916
806,-0.03093484,-0.00027813
807,-0.03685521,-0.00016214
808,-0.04272927,-0.00025020
809,-0.04856225,-0.00022193
810,-0.05433265,-0.00016056
811,-0.06005163,-0.00007398
812,-0.06570915,-0.00015536
813,-0.07130219,-0.00007975
814,-0.07682441,-0.00004156
815,-0.08228676,-0.00002160
816,-0.08766544,0.00000555
817,-0.09297349,-0.00009063
818,-0.09820664,-0.00002175
819,-0.10335563,-0.00014247
820,-0.10841669,-0.00020701
821,-0.11338378,-0.00027752
822,-0.11826349,-0.00014406
823,-0.12304671,-0.00007933
824,-0.12772962,-0.00022574
825,-0.13231136,-0.00014704
826,-0.13678701,-0.00023702
827,-0.14116554,-0.00017898
828,-0.14543093,-0.00024723
829,-0.14959066,-0.00035759
830,-0.15364483,-0.00035324
831,-0.15759035,-0.00039564
832,-0.16142040,-0.00053684
833,-0.16512839,-0.00047845
834,-0.16872442,-0.00047991
835,-0.17220747,-0.00053452
836,-0.17555769,-0.00059879
837,-0.17879225,-0.00046819
838,-0.18189968,-0.00031973
839,-0.18488258,-0.00015199
840,-0.18774013,-0.00027549
841,-0.19046937,-0.00014980
842,-0.19306977,-0.00028583
843,-0.19553777,-0.00041524
844,-0.19787328,-0.00051972
845,-0.20007243,-0.00062350
846,-0.20214134,-0.00067334
847,-0.20406957,-0.00071090
848,-0.20586976,-0.00061289
849,-0.20753104,-0.00056156
850,-0.20905933,-0.00050850
851,-0.21045500,-0.00055808
852,-0.21170813,-0.00058677
853,-0.21283311,-0.00041873
854,-0.21381771,-0.00032940
855,-0.21466302,-0.00019855
856,-0.21536666,-0.00027481
857,-0.21593683,-0.00021852
858,-0.21636594,-0.00022902
859,-0.21665415,-0.00034861
860,-0.21680381,-0.00030977
861,-0.21681240,-0.00040350
862,-0.21668429,-0.00035980
863,-0.21641443,-0.00037711
864,-0.21600840,-0.00032447
865,-0.21546882,-0.00024710
866,-0.21479623,-0.00018945
867,-0.21399333,-0.00022890
868,-0.21306352,-0.00006805
869,-0.21200072,0.00011847
870,-0.21081043,0.00018420
871,-0.20949853,0.00012052
872,-0.20805272,0.00024845
873,-0.20648701,0.00027802
874,-0.20479989,0.00039244
875,-0.20299462,0.00054110
